C_ID,T_ID,Text,Completion
47,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""황금의 땅, 꿈의 대륙을 찾아 나선 재클린의 모험! 과연 그녀는 무사히 신대륙에 도착해 막대한 부를 거머쥘 수 있을까?"" (좋아요 606개)
2번: """"꿈의 대륙을 찾아 나선 서머셋 백작 가의 이야기, 지금 바로 시작합니다!"""" (좋아요 885개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",2번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
48,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""황금의 땅을 찾아 떠난 아버지, 하지만 그는 돌아오지 못했다. 하루 아침에 파산한 백작가의 영애 재클린, 그녀의 앞에 나타난 윈저 프레스턴 후작! 두 사람의 운명은 어떻게 될까?"" (좋아요 548개)
2번: ""황금의 땅을 찾아 나선 서머셋 백작의 딸, 재클린. 그녀의 앞에 나타난 검은 함대의 악마, 윈저 프레스턴. 두 사람의 운명적인 만남이 시작된다!"" (좋아요 398개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",1번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
49,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""바다 건너의 땅은 미지의 세계였고, 그에게 막대한 부를 가져다줄 황금의 땅이었다. 하지만 그곳은 아무나 갈 수 없는 땅이었다. 수개월의 항해 끝에야 간신히 다다를 수 있는 신비의 대륙. 죽음의 협곡이라 불리는 골짜기를 통과해야 했고, 불시에 찾아오는 거센 태풍을 이겨내야 했다. 해적의 눈에 띄지 않을 운도 필요했다. 꿈의 대륙이라 불리는 이곳에 발을 디딜 용기있는 자는 누구인가?"" (좋아요 579개)
2번: ""가난뱅이 영애 재클린, 황금의 땅을 찾아 떠나다!"" (좋아요 819개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",2번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
50,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""'꿈의 대륙'을 찾아 떠난 서머셋 백작의 딸, 재클린. 그녀의 앞에 나타난 윈저 프레스턴 후작과의 운명적인 만남! 과연 재클린은 '가난뱅이 영애'에서 벗어나 새로운 삶을 시작할 수 있을까?"" (좋아요 120개)
2번: ""황금의 땅을 찾아 떠난 아버지를 잃은 재클린, 그녀의 앞에 나타난 윈저 프레스턴 후작! 이들의 운명은 어떻게 될 것인가?"" (좋아요 374개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",2번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
51,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""가난뱅이 영애 재클린, 황금의 땅을 찾아 떠나다!"" (좋아요 558개)
2번: ""가난뱅이 영애 재클린, 귀족가의 가정교사가 되다!"" (좋아요 719개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",2번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
52,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""황금의 땅을 찾아 떠난 아버지, 하지만 그는 돌아오지 못했다. 하루 아침에 파산한 백작가의 '가난뱅이 영애' 재클린, 그녀의 앞에 나타난 윈저 프레스턴 후작! 이들의 운명은 어떻게 될 것인가?"" (좋아요 499개)
2번: ""황금의 땅, 꿈의 대륙을 찾아 나선 재클린의 모험! 과연 그녀는 새로운 삶을 찾을 수 있을까?"" (좋아요 478개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",1번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
53,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""황금의 땅을 찾아 떠난 아버지를 잃은 '가난뱅이 영애' 재클린, 그녀가 향한 곳은 윈저 프레스턴 후작의 저택! 과연 그녀는 이곳에서 새로운 삶을 찾을 수 있을까?"" (좋아요 759개)
2번: ""가난뱅이 영애, 재클린. 그녀의 앞에 나타난 '검은 함대의 악마' 윈저 프레스턴! 과연 그녀는 새로운 삶을 찾을 수 있을 것인가?"" (좋아요 944개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",2번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
54,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""가난뱅이 영애, 재클린. 그녀의 앞에 나타난 검은 함대의 악마, 윈저 프레스턴! 과연 이들의 운명은 어떻게 될 것인가?"" (좋아요 157개)
2번: ""바다 건너 황금의 땅, 꿈의 신대륙을 향한 모험! 파산한 백작가의 영애 재클린과 검은 함대의 악마 윈저 프레스턴 후작의 운명적 만남!"" (좋아요 696개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",2번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
55,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""황금의 땅을 찾아 떠난 아버지를 잃은 재클린, 그녀의 앞에 나타난 윈저 프레스턴 후작! 이들의 운명은 어떻게 될까?"" (좋아요 351개)
2번: ""황금의 땅, 꿈의 대륙을 찾아 나선 재클린의 모험! 몰락한 백작가의 영애에서 성공한 사업가로, 그녀의 인생 2회차가 시작된다!"" (좋아요 552개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",2번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
56,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""'꿈의 대륙'을 찾아 떠난 서머셋 백작의 딸, 재클린. 그녀의 앞에 나타난 '검은 함대의 악마', 윈저 프레스턴. 두 사람의 운명적인 만남이 시작된다!"" (좋아요 473개)
2번: """"가난뱅이 영애 재클린, 황금의 땅을 찾아 나서다! 모험과 사랑이 기다리는 웹소설, 지금 바로 읽어보세요!"""" (좋아요 800개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",2번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
57,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""가난뱅이 영애 재클린, 귀족가의 가정교사가 되다!"" (좋아요 805개)
2번: ""황금의 땅, 꿈의 대륙을 향한 모험! 재클린과 윈저의 운명적 만남이 시작된다!"" (좋아요 272개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",1번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
58,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""'꿈의 대륙'을 찾아 떠난 서머셋 백작의 딸, 재클린. 그녀의 앞에 나타난 '검은 함대의 악마', 윈저 프레스턴. 두 사람의 운명적인 만남이 시작된다!"" (좋아요 668개)
2번: ""황금의 땅을 찾아 나선 서머셋 백작의 딸, 재클린. 그녀의 앞에 나타난 검은 함대의 악마, 윈저 프레스턴. 두 사람의 운명적인 만남이 시작된다!"" (좋아요 993개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",2번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
59,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""가난뱅이 영애 재클린, 황금의 땅을 찾아 떠나다!"" (좋아요 753개)
2번: ""황금의 땅을 찾아 떠난 아버지를 잃은 재클린, 그녀에게 찾아온 새로운 기회와 운명!"" (좋아요 706개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",1번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
60,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: """"가난뱅이 영애 재클린, 황금의 땅을 찾아 프레스턴 가로 향하다!"""" (좋아요 402개)
2번: """"꿈의 대륙을 찾아 떠난 아버지를 잃은 재클린, 그녀의 앞에 나타난 윈저 프레스턴 후작! 과연 재클린은 새로운 삶을 찾을 수 있을까?"""" (좋아요 692개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",2번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
61,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""'꿈의 대륙'을 찾아 나선 서머셋 백작의 딸, 재클린. 그녀의 앞에 나타난 '검은 함대의 악마', 윈저 프레스턴. 두 사람의 운명적인 만남이 시작된다!"" (좋아요 983개)
2번: ""황금의 땅을 찾아 떠난 아버지, 하지만 그는 돌아오지 못했다. 하루 아침에 파산한 백작가의 '가난뱅이 영애' 재클린, 그녀의 앞에 나타난 윈저 프레스턴 후작! 이들의 운명은 어떻게 될 것인가?"" (좋아요 287개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",1번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
62,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""가난뱅이 영애 재클린, 황금의 땅을 찾아 프레스턴 가로!"" (좋아요 718개)
2번: ""황금의 땅, 꿈의 대륙을 찾아 나선 재클린의 모험! 과연 그녀는 새로운 삶을 찾을 수 있을까?"" (좋아요 641개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",1번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
63,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""황금의 땅을 찾아 떠난 아버지를 잃은 '가난뱅이 영애' 재클린, 그녀의 앞에 나타난 윈저 프레스턴 후작! 이들의 운명은 어떻게 될 것인가?"" (좋아요 814개)
2번: ""황금의 땅, 꿈의 대륙을 향한 모험! 재클린과 윈저의 운명적 만남이 시작된다!"" (좋아요 484개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",1번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
64,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""황금의 땅을 찾아 나선 서머셋 백작의 딸, 재클린. 그녀의 앞에 나타난 '검은 함대의 악마' 윈저 프레스턴! 과연 재클린은 무사히 가정교사 생활을 이어갈 수 있을까?"" (좋아요 998개)
2번: ""황금의 땅을 찾아 떠난 아버지를 잃은 '가난뱅이 영애' 재클린, 그녀의 앞에 나타난 윈저 프레스턴 후작! 이들의 운명은 어떻게 될까?"" (좋아요 353개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",1번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
65,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""황금의 땅을 찾아 떠난 아버지를 잃은 재클린, 그녀의 앞에 나타난 윈저 프레스턴 후작! 이들의 운명은 어떻게 될까?"" (좋아요 518개)
2번: ""황금의 땅을 찾아 떠난 아버지를 잃은 '가난뱅이 영애' 재클린, 그녀의 앞에 나타난 윈저 프레스턴 후작! 이들의 운명은 어떻게 될 것인가?"" (좋아요 833개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",2번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
66,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""황금의 땅을 찾아 떠난 아버지, 하지만 그는 돌아오지 못했다. 하루 아침에 파산한 백작가의 '가난뱅이 영애' 재클린, 그녀의 앞에 나타난 윈저 프레스턴 후작! 이들의 운명은 어떻게 될 것인가?"" (좋아요 999개)
2번: ""가난뱅이 영애 재클린, 귀족가의 도련님을 가르치다!"" (좋아요 693개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",1번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
67,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""황금의 땅, 꿈의 대륙을 찾아 나선 재클린의 모험! 몰락한 백작가의 영애에서 성공한 사업가로, 그녀의 파란만장한 일대기가 펼쳐진다!"" (좋아요 749개)
2번: ""황금의 땅, 꿈의 대륙을 찾아 나선 재클린의 모험! 그녀는 과연 막대한 부를 손에 넣을 수 있을까?"" (좋아요 730개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",1번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
68,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: """"꿈의 대륙을 찾아 나선 서머셋 백작 가의 영애, 재클린. 그녀의 앞에 나타난 검은 함대의 악마, 윈저 프레스턴. 두 사람의 운명적인 만남이 시작된다!"""" (좋아요 321개)
2번: ""가난뱅이 영애 재클린, 황금의 땅을 찾아 떠나다!"" (좋아요 558개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",2번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
69,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""황금의 땅을 찾아 떠난 아버지를 잃은 '가난뱅이 영애' 재클린, 그녀가 택한 일자리는 프레스턴 경의 저택의 가정교사! 과연 그녀는 무사히 일자리를 지킬 수 있을까?"" (좋아요 517개)
2번: """"가난뱅이 영애, 재클린. 그녀의 앞에 나타난 윈저 프레스턴 후작! 두 사람의 운명은 어떻게 될까?"""" (좋아요 738개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",2번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
70,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""황금의 땅을 찾아 떠난 아버지, 그리고 몰락한 백작가의 영애 재클린. 그녀가 향한 곳은 윈저 프레스턴 후작의 저택?! 과연 재클린은 새로운 삶을 찾을 수 있을까?"" (좋아요 900개)
2번: ""황금의 땅, 꿈의 대륙을 향한 모험이 시작된다!"" (좋아요 905개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",2번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
71,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""가난뱅이 영애 재클린, 귀족가의 가정교사가 되다!"" (좋아요 528개)
2번: ""황금의 땅을 찾아 떠난 아버지를 잃은 '가난뱅이 영애' 재클린, 그녀의 앞에 나타난 윈저 프레스턴 후작! 이들의 운명은 어떻게 될까?"" (좋아요 628개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",2번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
72,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""황금의 땅을 찾아 나선 아버지를 잃은 '가난뱅이 영애' 재클린, 그녀의 앞에 나타난 윈저 프레스턴 후작! 두 사람의 운명은 어떻게 이어질까?"" (좋아요 190개)
2번: ""황금의 땅을 찾아 나선 서머셋 백작의 딸, 재클린. 그녀의 앞에 나타난 '검은 함대의 악마' 윈저 프레스턴! 과연 재클린은 무사히 가정교사 생활을 이어갈 수 있을까?"" (좋아요 563개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",2번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
73,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""가난뱅이 영애 재클린, 귀족가의 가정교사가 되다!"" (좋아요 344개)
2번: ""'꿈의 대륙'을 찾아 나선 서머셋 백작의 딸, 재클린. 그녀의 앞에 나타난 '검은 함대의 악마', 윈저 프레스턴 후작! 과연 재클린은 프레스턴 후작가의 가정교사로 무사히 살아남을 수 있을까?"" (좋아요 461개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",2번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
74,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""바다 건너 황금의 땅, 꿈의 신대륙을 찾아 나선 탐험가들의 이야기! 그 속에서 펼쳐지는 사랑과 우정, 그리고 배신과 복수! 과연 재클린은 무사히 프레스턴 경의 저택에 가정교사로 들어가 어머니를 모셔올 수 있을까?"" (좋아요 470개)
2번: ""황금의 땅, 꿈의 대륙을 찾아 나선 재클린의 모험! 몰락한 백작가의 영애에서 제국의 황후로, 그녀의 화려한 변신이 시작된다!"" (좋아요 896개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",2번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
75,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""황금의 땅을 찾아 나선 아버지를 잃은 '가난뱅이 영애' 재클린, 그녀가 향한 곳은 프레스턴 후작의 저택! 과연 그녀는 이곳에서 새로운 삶을 찾을 수 있을까?"" (좋아요 624개)
2번: ""황금의 땅을 찾아 떠난 아버지를 잃은 재클린, 그녀의 앞에 나타난 윈저 프레스턴 후작! 이들의 운명은 어떻게 될까?"" (좋아요 526개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",1번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
76,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""황금의 땅을 찾아 떠난 아버지를 잃은 재클린, 그녀의 앞에 나타난 윈저 프레스턴 후작! 이들의 운명은 어떻게 될 것인가?"" (좋아요 931개)
2번: ""황금의 땅을 찾아 나선 탐험가들의 이야기, 그 속에서 펼쳐지는 로맨스와 모험의 대서사시!"" (좋아요 848개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",1번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
77,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""'꿈의 대륙'을 찾아 떠난 서머셋 백작의 딸, 재클린. 그녀의 앞에 나타난 '검은 함대의 악마', 윈저 프레스턴 후작! 과연 재클린은 무사히 가정교사 생활을 이어갈 수 있을까?"" (좋아요 573개)
2번: ""황금의 땅을 찾아 나선 탐험가들의 이야기, 그 속에서 피어나는 사랑과 우정!"" (좋아요 546개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",1번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
78,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""가난뱅이 영애 재클린, 황금의 땅을 찾아 떠나다!"" (좋아요 112개)
2번: ""황금의 땅을 찾아 떠난 아버지, 그리고 남겨진 가난뱅이 영애 재클린. 그녀의 앞에 나타난 검은 함대의 악마, 윈저 프레스턴! 과연 재클린은 새로운 삶을 찾을 수 있을 것인가?"" (좋아요 875개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",2번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
79,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""황금의 땅을 찾아 나선 아버지의 실종, 그리고 파산한 백작가의 딸 재클린. 그녀가 향한 곳은 프레스턴 후작가의 저택, 그리고 그곳에서 만난 것은 '검은 함대의 악마'라 불리는 윈저 프레스턴! 과연 재클린은 새로운 삶을 찾을 수 있을 것인가?"" (좋아요 400개)
2번: ""가난뱅이 영애, 재클린. 그녀의 앞에 나타난 검은 함대의 악마, 윈저 프레스턴! 과연 이들의 운명은 어떻게 될 것인가?"" (좋아요 993개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",2번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
80,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""황금의 땅, 꿈의 대륙을 향한 모험! 재클린과 윈저의 운명적 만남이 시작된다!"" (좋아요 777개)
2번: """"꿈의 대륙을 찾아 떠난 서머셋 백작의 딸, 재클린. 그녀의 앞에 나타난 검은 함대의 악마, 윈저 프레스턴! 두 사람의 운명적인 만남이 시작된다."""" (좋아요 614개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",1번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
81,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""가난뱅이 영애 재클린, 귀족가의 가정교사가 되다!"" (좋아요 336개)
2번: ""황금의 땅을 찾아 나선 아버지를 잃은 '가난뱅이 영애' 재클린, 그녀가 향한 곳은 프레스턴 후작의 저택! 과연 그녀는 이곳에서 새로운 삶을 찾을 수 있을까?"" (좋아요 169개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",1번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
82,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""바다 건너 황금의 땅, 꿈의 신대륙을 찾아 나선 탐험가들의 이야기! 과연 그들은 무사히 신대륙을 발견하고 막대한 부를 손에 넣을 수 있을까?"" (좋아요 657개)
2번: ""황금의 땅, 꿈의 대륙을 찾아 나선 재클린의 모험! 과연 그녀는 새로운 삶을 찾을 수 있을까?"" (좋아요 664개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",2번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
83,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""황금의 땅을 찾아 떠난 아버지, 그리고 몰락한 백작가의 영애 재클린. 그녀가 그리는 새로운 삶과 사랑의 여정!"" (좋아요 456개)
2번: ""황금의 땅을 찾아 나선 탐험가들의 이야기, 그 속에서 펼쳐지는 로맨스와 모험의 대서사시!"" (좋아요 240개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",1번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
84,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""황금의 땅, 꿈의 대륙을 찾아 나선 재클린의 모험! 과연 그녀는 막대한 부를 손에 넣고 행복을 찾을 수 있을까?"" (좋아요 264개)
2번: """"가난뱅이 영애 재클린, 귀족가의 가정교사가 되다! 황금의 땅을 찾아 떠난 아버지의 실종, 빚쟁이들에게 넘어갈 위기에 처한 가문. 재클린은 과연 이 위기를 극복할 수 있을까?"""" (좋아요 633개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",2번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
85,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""가난뱅이 영애 재클린, 황금의 땅을 찾아 떠난 아버지를 기다리며 빚쟁이들에게 쫓기다!"" (좋아요 698개)
2번: ""'꿈의 대륙'을 찾아 떠난 서머셋 백작의 딸, 재클린. 그녀의 앞에 나타난 '검은 함대의 악마', 윈저 프레스턴. 두 사람의 운명적인 만남이 시작된다!"" (좋아요 439개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",1번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
86,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""황금의 땅, 꿈의 대륙을 찾아 나선 재클린의 모험! 과연 그녀는 새로운 삶을 찾을 수 있을까?"" (좋아요 856개)
2번: ""황금의 땅을 찾아 떠난 아버지, 하지만 그는 돌아오지 못했다. 하루 아침에 파산한 백작가의 영애 재클린, 그녀의 앞에 나타난 윈저 프레스턴 후작. 두 사람의 운명은 어떻게 될까?"" (좋아요 107개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",1번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
87,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""바다 건너 황금의 땅, 꿈의 신대륙을 향한 모험이 시작된다!"" (좋아요 385개)
2번: ""바다 건너 황금의 땅, 꿈의 신대륙을 향한 모험이 시작된다!"" (좋아요 419개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",2번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
88,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""황금의 땅, 꿈의 대륙을 찾아 나선 재클린의 모험! 과연 그녀는 새로운 삶을 찾을 수 있을까?"" (좋아요 921개)
2번: """"가난뱅이 영애, 재클린. 그녀의 앞에 나타난 '검은 함대의 악마', 윈저 프레스턴. 두 사람의 운명적인 만남이 시작된다!"""" (좋아요 991개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",2번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
89,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""황금의 땅, 꿈의 대륙을 찾아 나선 재클린의 모험! 과연 그녀는 막대한 부를 손에 넣을 수 있을까?"" (좋아요 703개)
2번: ""황금의 땅을 찾아 떠난 아버지를 잃은 '가난뱅이 영애' 재클린, 그녀의 앞에 나타난 윈저 프레스턴 후작! 두 사람의 운명은 어떻게 될까?"" (좋아요 550개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",1번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
90,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""황금의 땅을 찾아 나선 서머셋 백작의 딸, 재클린. 그녀의 앞에 나타난 '검은 함대의 악마' 윈저 프레스턴! 과연 재클린은 무사히 가정교사 생활을 이어갈 수 있을까?"" (좋아요 517개)
2번: ""'꿈의 대륙'을 찾아 떠난 서머셋 백작의 딸, 재클린. 그녀의 앞에 나타난 '검은 함대의 악마', 윈저 프레스턴. 두 사람의 운명적인 만남이 시작된다!"" (좋아요 154개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",1번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
91,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""황금의 땅을 찾아 떠난 아버지를 잃은 '가난뱅이 영애' 재클린, 그녀가 택한 일자리는 프레스턴 경의 저택의 가정교사! 하지만 그곳은 왕실과 후작가의 양육권 분쟁의 중심지였다. 과연 재클린은 무사히 가정교사 생활을 이어갈 수 있을까?"" (좋아요 134개)
2번: ""바다 건너 황금의 땅, 꿈의 신대륙을 향한 모험이 시작된다!"" (좋아요 672개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",2번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
92,0,"다음은 같은 소설에 대한 두 가지 홍보 문구입니다.
1번: ""황금의 땅, 꿈의 대륙을 향한 모험! 가난뱅이 영애 재클린과 검은 함대의 악마 윈저의 운명적 만남!"" (좋아요 324개)
2번: ""바다 건너 황금의 땅, 꿈의 신대륙을 향한 모험! 파산한 백작가의 영애 재클린과 검은 함대의 악마 윈저 프레스턴 후작의 운명적 만남!"" (좋아요 263개)
어떤 문구가 사용자에게 더 효과적인 홍보 효과를 보였을까요?",1번 문구가 더 효과적이었습니다. 이유: 모델 응답을 받을 수 없습니다.
